y,Vgs,psi
0.0,1.1414141414141414,0.9417845242071232
0.0,1.1515151515151516,0.9438492834820534
0.0,1.1616161616161615,0.9458500384927421
0.0,1.1717171717171717,0.9477903674622079
0.0,1.1818181818181819,0.9496737703488037
0.0,1.191919191919192,0.9515027609122859
0.0,1.202020202020202,0.953280648081102
0.0,1.2121212121212122,0.9550089929830687
0.0,1.2222222222222223,0.9566905877850329
0.0,1.2323232323232323,0.958327921571439
0.0,1.2424242424242424,0.9599229303305854
0.0,1.2525252525252526,0.9614777153155327
0.0,1.2626262626262625,0.9629936381499495
0.0,1.2727272727272727,0.9644728755902222
0.0,1.2828282828282829,0.9659168842156547
0.0,1.2929292929292928,0.9673271752560112
0.0,1.303030303030303,0.9687051712289764
0.0,1.3131313131313131,0.9700522119962477
0.0,1.3232323232323233,0.9713697257375101
0.0,1.3333333333333335,0.9726585783034618
0.0,1.3434343434343434,0.9739200532128685
0.0,1.3535353535353536,0.975155212836826
0.0,1.3636363636363638,0.9763650618127356
0.0,1.3737373737373737,0.9775505519016932
0.0,1.3838383838383839,0.9787130970728819
0.0,1.393939393939394,0.9798525776576663
0.0,1.404040404040404,0.9809702369328837
0.0,1.4141414141414141,0.982066914251274
0.0,1.4242424242424243,0.9831433194594212
0.0,1.4343434343434343,0.9842001139115337
0.0,1.4444444444444444,0.9852379733321928
0.0,1.4545454545454546,0.9862575318556469
0.0,1.4646464646464648,0.9872593901559968
0.0,1.474747474747475,0.9882441206831669
0.0,1.4848484848484849,0.9892122695355008
0.0,1.494949494949495,0.9901643582762941
0.0,1.5050505050505052,0.9911012112510575
0.0,1.5151515151515151,0.9920226706415302
0.0,1.5252525252525253,0.9929295001824533
0.0,1.5353535353535355,0.9938221356545002
0.0,1.5454545454545454,0.9947010635734214
0.0,1.5555555555555556,0.9955665455953268
0.0,1.5656565656565657,0.9964190336283247
0.0,1.5757575757575757,0.9972588951095104
0.0,1.5858585858585859,0.9980864601755106
0.0,1.595959595959596,0.9989021121020057
0.0,1.606060606060606,0.9997061537361934
0.0,1.6161616161616164,1.000498919301716
0.0,1.6262626262626263,1.0012806647790753
0.0,1.6363636363636365,1.0020517012324273
0.0,1.6464646464646466,1.0028123065592855
0.0,1.6565656565656566,1.0035627482940175
0.0,1.6666666666666667,1.0043032840863306
0.0,1.676767676767677,1.005034162174858
0.0,1.6868686868686869,1.0057556218307357
0.0,1.696969696969697,1.0064678937742726
0.0,1.7070707070707072,1.0071713771921222
0.0,1.7171717171717171,1.0078659377491697
0.0,1.7272727272727273,1.0085519343873035
0.0,1.7373737373737375,1.0092296091155892
0.0,1.7474747474747474,1.0098991344714519
0.0,1.7575757575757578,1.0105606997590424
0.0,1.7676767676767677,1.0112144813207533
0.0,1.7777777777777777,1.0118606560109362
0.0,1.787878787878788,1.012499393042618
0.0,1.797979797979798,1.0131308511574917
0.0,1.8080808080808082,1.0137551985263997
0.0,1.8181818181818183,1.0143731097398345
0.0,1.8282828282828283,1.0149837110608164
0.0,1.8383838383838385,1.015587643282872
0.0,1.8484848484848486,1.0161850458064192
0.0,1.8585858585858586,1.0167760674176418
0.0,1.8686868686868687,1.0173608130273692
0.0,1.878787878787879,1.017939425476075
0.0,1.8888888888888888,1.0185120268926342
0.0,1.8989898989898992,1.0190787372690995
0.0,1.9090909090909092,1.0196396814234445
0.0,1.9191919191919191,1.0201949560153774
0.0,1.9292929292929295,1.020744679056325
0.0,1.9393939393939394,1.0212889574867214
0.0,1.9494949494949496,1.0218278951347222
0.0,1.9595959595959598,1.022361592943063
0.0,1.9696969696969697,1.0228901490735558
0.0,1.97979797979798,1.023413659006813
0.0,1.98989898989899,1.0239322156375197
0.0,2.0,1.0244459093656508
