y,Vgs,psi
1.8434343434343434e-07,-1.98,-0.000773205734873272
1.8787878787878787e-07,-1.98,-0.0007095936877254584
1.914141414141414e-07,-1.98,-0.0006512363067332675
1.9494949494949495e-07,-1.98,-0.0005976959989400874
1.9848484848484849e-07,-1.98,-0.0005485721574067003
2.0202020202020202e-07,-1.98,-0.0005034979475085419
2.0555555555555556e-07,-1.98,-0.00046213738616346844
2.0909090909090907e-07,-1.98,-0.00042418268514297827
2.126262626262626e-07,-1.98,-0.00038935183278626483
2.1616161616161615e-07,-1.98,-0.00035738639120763254
2.1969696969696968e-07,-1.98,-0.00032804948851963253
2.2323232323232322e-07,-1.98,-0.00030112398773397814
2.2676767676767676e-07,-1.98,-0.000276410817628609
2.303030303030303e-07,-1.98,-0.0002537274418181987
2.3383838383838383e-07,-1.98,-0.00023290647129693663
2.3737373737373737e-07,-1.98,-0.00021379438924276642
2.409090909090909e-07,-1.98,-0.00019625038722259847
2.4444444444444445e-07,-1.98,-0.00018014530095492165
2.47979797979798e-07,-1.98,-0.00016536063678482802
2.515151515151515e-07,-1.98,-0.0001517876808605822
2.55050505050505e-07,-1.98,-0.00013932668374879155
2.585858585858586e-07,-1.98,-0.00012788611389694186
2.621212121212121e-07,-1.98,-0.00011738197395623944
2.6565656565656567e-07,-1.98,-0.0001077371745218821
2.6919191919191915e-07,-1.98,-9.888096033871479e-05
2.7272727272727274e-07,-1.98,-9.074838446343273e-05
2.7626262626262623e-07,-1.98,-8.327982627522588e-05
2.797979797979798e-07,-1.98,-7.642054958940559e-05
2.833333333333333e-07,-1.98,-7.012029745712843e-05
2.868686868686869e-07,-1.98,-6.433292053224748e-05
2.904040404040404e-07,-1.98,-5.9016036156723014e-05
2.939393939393939e-07,-1.98,-5.413071556159025e-05
2.9747474747474745e-07,-1.98,-4.9641196803696354e-05
3.01010101010101e-07,-1.98,-4.5514621261402896e-05
3.0454545454545453e-07,-1.98,-4.172079169717062e-05
3.0808080808080806e-07,-1.98,-3.823195006310649e-05
3.116161616161616e-07,-1.98,-3.502257337871396e-05
3.1515151515151514e-07,-1.98,-3.2069186149629566e-05
3.186868686868687e-07,-1.98,-2.9350187923295366e-05
3.222222222222222e-07,-1.98,-2.6845694693426287e-05
3.2575757575757575e-07,-1.98,-2.4537392970787542e-05
3.292929292929293e-07,-1.98,-2.2408405434107483e-05
3.328282828282828e-07,-1.98,-2.044316716272906e-05
3.3636363636363636e-07,-1.98,-1.8627311532585722e-05
3.398989898989899e-07,-1.98,-1.6947564929938216e-05
3.4343434343434344e-07,-1.98,-1.5391649503626384e-05
3.46969696969697e-07,-1.98,-1.3948193236915777e-05
3.505050505050505e-07,-1.98,-1.2606646674840661e-05
3.5404040404040405e-07,-1.98,-1.1357205692703059e-05
3.575757575757576e-07,-1.98,-1.0190739736479602e-05
3.611111111111111e-07,-1.98,-9.098725006671138e-06
3.6464646464646466e-07,-1.98,-8.073182093926877e-06
3.6818181818181815e-07,-1.98,-7.106617607873756e-06
3.717171717171717e-07,-1.98,-6.191969370242093e-06
3.752525252525252e-07,-1.98,-5.322554769831457e-06
3.7878787878787876e-07,-1.98,-4.492021900310648e-06
3.823232323232323e-07,-1.98,-3.694303122476335e-06
3.8585858585858583e-07,-1.98,-2.9235707105639754e-06
3.8939393939393937e-07,-1.98,-2.1741942576518487e-06
3.929292929292929e-07,-1.98,-1.4406995282441674e-06
3.9646464646464644e-07,-1.98,-7.177284568624666e-07
4e-07,-1.98,1.41654679899706e-23
0.0,-1.96,-0.3326566594218728
4.999999999999999e-10,-1.96,-0.23839524714405114
9.999999999999999e-10,-1.96,-0.20679722767584133
1.4999999999999998e-09,-1.96,-0.1873041368861985
1.9999999999999997e-09,-1.96,-0.17317958797648872
2.4999999999999996e-09,-1.96,-0.1621039773444404
2.9999999999999996e-09,-1.96,-0.15299799986821935
3.4999999999999995e-09,-1.96,-0.14527073733393572
3.9999999999999994e-09,-1.96,-0.138563220033005
4.499999999999999e-09,-1.96,-0.13264093357895107
4.999999999999999e-09,-1.96,-0.12734218221741672
5.5e-09,-1.96,-0.12255073507729758
5.999999999999999e-09,-1.96,-0.11818022226608343
6.499999999999999e-09,-1.96,-0.1141647003156732
6.999999999999999e-09,-1.96,-0.11045267311280178
7.5e-09,-1.96,-0.10700315261602461
7.999999999999999e-09,-1.96,-0.10378297731196279
8.499999999999998e-09,-1.96,-0.10076493526888845
8.999999999999998e-09,-1.96,-0.0979264183805765
